assembly	seeds	size
GCF_006334915.2	191913	9251614
GCF_022271435.1	191842	9268133
GCF_009909145.1	191807	9232290
GCF_000242455.2	191794	9755686
GCF_900091955.1	191785	9361102
GCF_021129305.1	191780	9399766
GCF_000389965.1	191766	9228054
GCA_903837355.1	191731	9604675
GCF_019397265.1	191676	9073954
GCF_000719095.1	191660	9156717
GCF_014648635.1	191477	9098877
GCF_000720475.1	191438	9321142
GCF_900113865.1	191421	9273799
GCF_001544535.1	191402	9776207
GCF_900119315.1	191370	9240166
GCF_000373565.1	191314	9161949
GCF_003999195.1	191267	9397553
GCF_000250675.2	191260	9436348
GCF_001746365.1	191258	9184130
GCF_016756395.1	191241	8972903
GCF_002234405.1	191220	9348263
GCF_003112535.1	191218	9179716
GCF_020873875.1	191214	9255878
GCF_003323745.1	191208	9305065
GCA_001298555.1	191205	9202048
GCF_003121405.1	191136	9705730
GCF_001280005.1	191059	9338462
GCF_014649395.1	191003	9154986
GCF_000716685.1	190972	9185056
GCF_900109545.1	190969	9365767
GCA_004213565.1	190951	9118116
GCA_001570385.1	190900	9275754
GCF_000177675.1	190883	9352740
GCF_014656075.1	190853	9019212
GCF_900007165.1	190824	9710046
GCF_023276435.1	190785	9305943
GCF_003594875.1	190767	8989662
GCF_006716745.1	190765	8924967
GCF_014650995.1	190715	9134388
GCF_006715785.1	190702	9146138
GCF_014656095.1	190701	9078602
GCF_014646255.1	190695	9209394
GCF_014673495.1	190687	9116672
GCF_000269985.1	190679	8783278
GCF_006402735.1	190641	9316447
GCF_002368435.1	190629	9848021
GCA_016719945.1	190626	9280845
GCF_003312875.1	190624	9121443
GCF_014451325.2	190575	9067553
GCF_000519185.1	190508	9627966
GCF_001514265.1	190481	9179735
GCF_907177275.1	190476	9139611
GCF_014205335.1	190449	9128557
GCF_022678645.1	190441	9354073
GCA_003326215.1	190413	9839803
GCA_012515235.1	190397	9669638
GCF_016860525.1	190380	9051737
GCF_001418335.1	190358	9255252
GCA_019637175.1	190339	9119077
GCF_017948455.1	190322	9240604
GCF_001611795.1	190312	9083372
GCA_016929495.1	190301	9556717
GCF_013778455.1	190280	9264170
GCF_001636945.1	190251	9185177
GCF_006539505.1	190215	9220073
GCF_900269665.1	190169	9465194
GCA_020636435.1	190147	9769659
GCF_002148965.1	190141	9204779
GCF_024539675.1	190117	9061055
GCA_000715635.1	190095	10208613
GCF_014648895.1	190086	9019500
GCF_019710745.1	189998	9128061
GCF_004125265.1	189927	9244118
GCF_000169175.1	189892	9771226
GCF_001613425.1	189886	9377610
GCF_001905095.1	189880	9244015
GCF_014205155.1	189856	9225930
GCF_023701525.1	189812	9365620
GCF_012927345.1	189805	9674594
GCF_001544695.2	189712	9665767
GCF_005222485.1	189657	8962736
GCF_009811555.1	189603	9147309
GCF_900110255.1	189575	9005705
GCA_019245115.1	189560	9509104
GCF_017639205.1	189526	9022916
GCF_004348345.1	189515	9164341
GCF_002150735.1	189444	9115570
GCF_014204945.1	189444	9149827
GCA_014284505.1	189441	9054065
GCF_003751605.1	189435	8759731
GCF_015690345.1	189412	9219182
GCF_000009765.2	189400	9119895
GCF_000744655.1	189398	9002860
GCF_009760405.1	189372	9313948
GCF_001995215.1	189322	9217912
GCF_003123685.1	189319	9368495
GCF_024055795.1	189314	9249720
GCF_900091845.1	189311	8956613
GCF_015751755.1	189289	8992097
GCF_019774615.1	189241	9126195
GCF_021654135.1	189241	9017186
GCF_013177695.1	189177	9667127
GCF_002220365.1	189150	9746569
GCF_014648695.1	189098	9206985
GCF_002368235.1	189089	9762966
GCF_900106535.1	189089	9263967
GCF_000717055.1	189042	9127873
GCF_009754945.1	189027	9765922
GCF_014648995.1	189022	9073213
GCF_008042275.1	188991	9108136
GCF_006539185.1	188982	9032226
GCF_013409045.1	188975	8992310
GCA_016716265.1	188962	9030949
GCF_002741015.1	188961	9631051
GCF_003014735.1	188937	8918169
GCF_018596315.1	188927	9651211
GCF_900110755.1	188912	9070480
GCF_001552635.1	188904	9023974
GCA_022041995.1	188902	9606292
GCF_002078175.1	188894	9023708
GCF_002803845.1	188853	8932792
GCF_900101905.1	188835	9240716
GCF_020400605.1	188776	8986452
GCF_003287935.1	188759	9034319
GCF_001767235.1	188686	9708656
GCF_000972385.1	188657	9215882
GCA_018195615.1	188627	9012447
GCF_000384315.1	188618	9111009
GCF_016863195.1	188594	8970663
GCA_023150895.1	188589	9208049
GCF_022458865.1	188585	9785225
GCF_900044055.2	188529	9609693
GCF_023277745.1	188526	9239126
GCF_002796545.1	188505	9172799
GCF_009687845.1	188452	9271625
GCF_900111745.1	188411	9217225
GCF_004365705.1	188402	9026238
GCF_014654895.1	188390	8845427
GCA_016212965.1	188385	8986926
GCF_900236475.1	188373	8983317
GCF_016862275.1	188364	8952901
GCF_009811595.1	188349	9151272
GCF_008119785.1	188322	9167385
GCF_004353905.1	188250	9532701
GCA_001418405.1	188245	9119388
GCF_014873915.1	188223	9113087
GCF_016464385.1	188220	9022952
GCA_003132865.1	188214	9717417
GCA_014381825.1	188201	9693342
GCF_000717715.1	188188	8863434
GCA_018057825.1	188154	8892834
GCF_000968685.2	188111	9118065
GCF_020819595.1	188044	9045328
GCF_001428885.1	188003	9015452
GCF_023278185.1	187982	9518205
GCF_007994075.1	187933	8856958
GCF_009834125.1	187917	9067183
GCA_016196035.1	187899	9593663
GCF_024648825.1	187876	8998498
GCF_000716595.1	187830	8934493
GCF_900105415.1	187787	8876291
GCF_024611995.1	187768	9023989
GCA_020633315.1	187752	8866054
GCF_016863295.1	187751	9167700
GCF_007827045.1	187607	9254646
GCF_013426895.1	187531	9470940
GCF_900659635.1	187511	9034239
GCF_001746415.1	187483	9128732
GCF_000381925.1	187468	9143142
GCA_014154935.1	187457	9558029
GCF_004342025.1	187457	9146758
GCF_902859855.1	187454	9607946
GCF_900107455.1	187451	9085759
GCF_007655005.1	187430	8993737
GCA_001580565.1	187425	9505673
GCF_016862995.1	187416	9111823
GCF_002953255.1	187413	11344947
GCF_019049325.1	187411	9005502
GCF_005795905.1	187404	9010366
GCA_003153055.1	187385	9278725
GCF_004349055.1	187368	9279240
GCF_017814945.1	187350	9550129
GCA_020633335.1	187331	8756432
GCF_007860045.1	187300	9586696
GCF_007751035.1	187285	9565229
GCF_004684775.1	187247	9110019
GCF_013186535.1	187247	9269950
GCF_009720365.1	187137	8972725
GCF_000379765.1	187126	9536821
GCF_014649955.1	187102	9117820
GCF_015277775.1	187076	9532094
GCF_003259365.1	187073	8956806
GCF_006265175.1	187061	9652120
GCF_020176795.1	187053	9078753
GCA_024230215.1	187035	9659009
GCF_016860545.1	187032	8834141
GCF_019175365.1	187028	8979594
GCA_020433805.1	187017	9775669
GCF_008642315.1	187016	8942078
GCF_011044975.1	186902	9031846
GCA_016209535.1	186898	9100469
GCF_001282115.1	186888	8963402
GCF_000383595.1	186820	8955726
GCF_001620365.2	186787	9091838
GCF_003387075.1	186765	9071909
GCA_000955785.1	186750	9490010
GCF_010548525.1	186660	9066559
GCF_001294335.1	186653	9129105
GCF_013366925.1	186639	9492390
GCA_016714285.1	186570	9083132
GCF_002305895.1	186557	8973512
GCF_001905725.1	186551	8931064
GCA_022710245.1	186518	8868711
GCF_000732925.1	186495	9053857
GCF_014205255.1	186490	8936092
GCF_014650435.1	186439	8887909
GCF_004348535.1	186405	9063532
GCF_014650715.1	186401	9022007
GCF_008806595.1	186379	9033607
GCF_013116825.1	186350	9136279
GCF_024171785.1	186316	8779662
GCA_018780435.1	186284	9349076
GCF_014651055.1	186265	8872745
GCA_902749685.1	186258	9888100
GCF_001570545.1	186219	9071752
GCF_900696085.1	186218	9412302
GCF_008254045.1	186191	9378099
GCA_016795185.1	186165	9502045
GCF_001570365.1	186156	9024887
GCF_000478275.1	186114	9062454
GCF_023100945.1	186103	9494728
GCF_003947415.1	186073	9071542
GCF_001552215.1	185978	9046351
GCF_000987075.1	185955	9263236
GCA_016218915.1	185948	9229346
GCF_000720135.1	185940	8915148
GCF_000720175.1	185930	9059583
GCA_014204745.1	185886	8858480
GCF_002891435.1	185883	9035421
GCF_005889715.1	185844	9041065
GCF_900105245.1	185840	8852362
GCF_000717595.1	185829	8884918
GCF_014646095.1	185742	9022781
GCF_024172095.1	185729	8643301
GCF_016863135.1	185654	8845392
GCF_024199845.1	185627	9426670
GCF_022751215.1	185580	8962862
GCF_024758505.1	185571	9429272
GCF_019039035.1	185559	9046820
GCA_019694555.1	185542	8758807
GCF_900105055.1	185507	9047228
GCF_011044995.1	185457	8988266
GCA_020426845.1	185450	9522416
GCF_002368095.1	185447	9491741
GCF_024206475.1	185436	9437353
GCA_014656495.1	185429	9009794
GCF_001905345.1	185399	8883497
GCA_020853705.1	185372	8811579
GCA_000517005.1	185367	9633614
GCF_004764705.1	185308	9454109
GCF_001613305.1	185295	9224040
GCF_009498275.1	185281	8880330
GCF_014205135.1	185275	8885108
GCF_009569385.1	185271	8774359
GCF_016862575.1	185269	8828216
GCA_013141295.1	185266	9192565
GCF_016755875.1	185259	8857713
GCF_003751445.1	185258	8839408
GCF_020639365.1	185242	8859749
GCF_000710915.1	185228	9152425
GCA_016793585.1	185203	8982025
GCF_001704635.1	185170	8907947
GCA_010672585.1	185114	9479399
GCF_014596915.1	185074	8858332
GCF_000719705.1	185037	8783146
GCF_014534645.1	185016	8825450
GCF_008369065.1	184987	8852793
GCF_004138485.1	184983	9374132
GCF_015712165.1	184978	8854993
GCF_000720635.1	184972	8744700
GCF_900091315.1	184936	8871383
GCF_001905365.1	184927	8892300
GCF_000721495.1	184905	8804763
GCF_004005495.1	184865	8930571
GCF_009720385.1	184848	8830450
GCF_014203795.1	184819	9022456
GCF_014650675.1	184819	8855698
GCF_004803895.1	184799	8876928
GCF_016863275.1	184790	9027692
GCA_016458225.1	184781	8994968
GCA_024102975.1	184775	9539927
GCF_002155905.1	184737	8832356
GCF_001418325.1	184717	8892875
GCF_002994615.1	184690	9010436
GCF_020026305.1	184615	8832922
GCA_016793095.1	184610	8810604
GCF_014698115.1	184602	9526178
GCA_000719025.1	184526	9021743
GCA_019637115.1	184525	8880847
GCF_010998615.1	184509	9075265
GCA_021155085.1	184507	9436427
GCF_001613325.1	184484	9095921
GCF_001953865.1	184424	9049490
GCF_000717185.1	184419	8616948
GCF_001417735.1	184409	8921218
GCF_014698965.1	184377	9507908
GCF_009002475.1	184346	9503417
GCF_017526105.1	184305	8773899
GCF_004296405.1	184269	9473874
GCF_010894475.1	184268	8990913
GCF_014651035.1	184268	8783439
GCA_024742475.1	184078	8954552
GCF_017876295.1	184078	8936317
GCF_019399235.1	184073	8913815
GCA_022616615.1	184028	9576230
GCF_024199795.1	184015	9317328
GCF_018614195.1	184012	8874481
GCF_003751085.1	183992	8899775
GCF_000744225.1	183965	8681761
GCA_002344285.1	183936	8694123
GCF_900156315.1	183895	8866369
GCA_017307505.1	183777	9385101
GCF_022513565.1	183755	8808297
GCF_900188105.1	183750	8786361
GCF_000718775.1	183741	8737340
GCF_001905845.1	183714	8740481
GCA_016794325.1	183677	8736330
GCF_009852415.1	183587	8634962
GCF_016741775.1	183579	8790999
GCA_016197205.1	183537	9118306
GCA_013336035.1	183494	9250549
GCA_903906315.1	183450	8787290
GCF_023534745.1	183415	8947393
GCF_014650895.1	183412	8566167
GCA_001319865.1	183391	9362677
GCA_021812735.1	183348	8924582
GCF_002941025.1	183325	8783195
GCA_005938675.2	183122	8974938
GCF_004331435.1	183122	8891727
GCF_001419745.1	183116	8744139
GCA_021732995.1	183100	9392773
GCF_015291625.1	183080	9259049
GCF_000787835.1	183075	8771919
GCF_001544975.2	183069	9377494
GCA_017308215.1	183042	9007526
GCF_000961885.1	183034	8610816
GCF_004114935.1	182983	9342022
GCF_000473265.1	182957	8693468
GCF_003112555.1	182943	8727276
GCF_024213555.1	182923	8812143
GCF_000411975.1	182921	8920384
GCF_900110955.1	182912	8684108
GCF_014203535.1	182901	8665061
GCF_000284295.1	182900	8773466
GCF_001956045.1	182888	9468060
GCF_013364235.1	182768	8400742
GCF_004151105.1	182656	8852466
GCF_014873935.1	182655	8612339
GCA_016927755.1	182648	9250279
GCA_007859835.1	182647	9515429
GCF_014205055.1	182637	8709298
GCF_014698035.1	182623	9434434
GCA_015075185.1	182575	9416219
GCA_000531095.1	182553	9269192
GCF_004307995.1	182549	9419252
GCF_014397785.1	182526	9362088
GCF_000166135.1	182487	8815781
GCF_016863335.1	182408	8961068
GCF_003391135.1	182352	8809793
GCA_020430865.1	182347	9180615
GCA_003674045.1	182341	8853664
GCA_016794505.1	182329	9208367
GCF_024172085.1	182314	8864410
GCF_001528665.1	182308	8822209
GCF_001184025.1	182283	8723085
GCF_003386235.1	182277	9401845
GCF_003610255.1	182251	8459476
GCF_006540305.1	182235	8725642
GCF_000414115.1	182202	8762126
GCF_007859315.1	182176	9086785
GCF_017939745.1	182122	9228281
GCA_018408855.1	182091	9216772
GCF_001028175.1	182050	9368249
GCF_014696615.1	182031	9388111
GCF_023184515.1	182013	8732707
GCF_014650455.1	181997	8774150
GCF_024199945.1	181883	9212720
GCF_014596475.1	181877	8804563
GCF_007830635.1	181847	9226856
GCA_016188575.1	181838	9204407
GCF_004331485.1	181838	8831527
GCF_014656295.1	181834	8645219
GCF_902499335.1	181792	8968391
GCA_016703425.1	181789	9023203
GCF_003330845.1	181767	8570609
GCF_002368295.1	181752	9352233
GCF_016862555.1	181702	8781664
GCA_024226735.1	181670	8994556
GCF_018982965.1	181649	8654812
GCF_000284375.1	181645	9207384
GCF_001613165.1	181618	8955593
GCA_017307755.1	181614	9391252
GCF_012844305.1	181566	9310590
GCF_014161445.1	181533	8711424
GCF_900199205.1	181483	8427392
GCF_000720185.1	181447	8641367
GCA_000828075.3	181443	9468441
GCF_004348335.1	181406	8697534
GCF_004353915.1	181385	9169988
GCA_021732845.1	181342	9251679
GCF_900188445.1	181342	8572960
GCF_000316115.1	181336	9422968
GCA_019694315.1	181326	8670857
GCF_018619185.1	181269	8717509
GCA_002368155.1	181180	9359223
GCF_002803085.1	181129	8758226
GCF_003353055.1	181120	9195524
GCF_001544915.2	181076	9141307
GCF_004345365.1	181061	8875416
GCF_014648055.1	181049	8586701
GCA_007121535.1	181029	9324012
GCF_003002065.1	181000	8653585
GCF_013373795.3	180973	9172345
GCF_000725805.1	180964	8621934
GCF_900112425.1	180964	8802773
GCF_004331345.1	180934	8785001
GCF_009604375.1	180848	8535269
GCF_018604545.1	180840	8599513
GCA_020636095.1	180791	9354928
GCF_000308815.1	180639	8933351
GCA_016792935.1	180630	8828644
GCF_009649815.1	180601	9052329
GCA_945787595.1	180577	9452088
GCA_003167495.1	180539	9386293
GCF_000721235.1	180539	8584392
GCF_006874475.1	180535	8717787
GCF_002114215.1	180521	8717887
GCF_002005225.1	180505	8550793
GCF_006636205.1	180503	8581260
GCF_001279005.1	180480	8622162
GCF_018131075.1	180465	9243757
GCA_016712525.1	180444	8760767
GCA_003577005.1	180421	9366412
GCF_900104175.1	180410	8591279
GCF_900460065.1	180404	8528890
GCF_000308475.2	180380	8895094
GCF_015751905.1	180372	8676660
GCF_023101085.1	180327	9195219
GCF_000011365.1	180320	9105828
GCA_900104855.1	180276	9090457
GCF_000959725.1	180177	8899459
GCF_900108175.1	180158	8649739
GCF_023898865.1	180137	8287167
GCF_001908205.1	180131	9235468
GCF_001445655.1	180127	8639831
GCF_001896135.2	180073	8643493
GCA_016872875.1	180027	9051830
GCA_903905455.1	180012	8606101
GCF_016862895.1	179981	8768202
GCF_015690355.1	179958	8577691
GCF_004361815.1	179900	9202521
GCF_014646695.1	179896	8681493
GCF_000425065.1	179872	8385432
GCF_900100275.1	179867	8671075
GCF_002367995.1	179843	9257480
GCF_900100955.1	179817	8508028
GCF_005503145.1	179811	9157448
GCF_003633685.1	179798	8739867
GCF_021390495.1	179785	9090529
GCF_900094605.1	179765	9163226
GCF_001440035.1	179758	9145311
GCF_023101665.1	179747	9137078
GCF_001570525.1	179729	8595700
GCF_000010805.1	179688	8834939
GCF_000023245.1	179629	8248144
GCF_000383915.1	179547	8704271
GCF_900129505.1	179480	9184751
GCF_005519465.1	179471	8544086
GCA_016860845.1	179454	9270207
GCF_010993745.1	179454	8860993
GCF_900103775.1	179445	8565619
GCF_014698835.1	179406	9270090
GCF_019857225.1	179388	8642823
GCF_900104815.1	179337	8473721
GCF_014696435.1	179300	9242718
GCA_020633495.1	179266	8158158
GCA_018242565.1	179258	9311478
GCA_019637105.1	179247	8454228
GCF_002019855.1	179193	8506622
GCF_001278075.1	179170	8532592
GCF_019222765.1	179120	8948074
GCF_900188485.1	179105	8644972
GCF_008065095.1	179085	8999201
GCF_000818175.1	179022	9005794
GCF_009865385.1	178999	8524421
GCF_014202475.1	178995	8584772
GCA_001898225.1	178944	9249445
GCF_000158955.1	178892	8653262
GCF_014200435.1	178882	8529851
GCA_000720995.1	178878	8676521
GCF_014648175.1	178838	8559326
GCF_021228125.1	178832	8564494
GCA_019192545.1	178800	9193454
GCF_007829875.1	178773	8432708
GCF_003313395.1	178766	8673472
GCF_905397435.1	178740	9041797
GCF_014650915.1	178721	8584687
GCF_000526215.1	178651	8787999
GCF_000719115.1	178627	8642480
GCA_022843805.1	178621	9196207
GCF_902499175.1	178547	8897342
GCF_003112595.1	178533	8454377
GCF_016863435.1	178508	8856722
GCF_014529705.1	178475	9084813
GCF_002946835.1	178388	8710171
GCF_003148825.1	178382	8513506
GCF_002902945.1	178370	9032490
GCA_016794545.1	178341	8491840
GCF_000444875.1	178325	8377286
GCF_007860135.1	178288	9199719
GCF_014905555.1	178288	8568413
GCA_016926235.1	178282	9271116
GCF_001570585.1	178233	8523669
GCF_009930815.1	178223	9099371
GCF_019396355.1	178221	8494240
GCF_003610295.1	178192	9119610
GCA_020829485.1	178175	9307052
GCF_001039005.1	178170	8843581
GCF_000717655.1	178160	8582897
GCF_014256275.1	178157	8824702
GCF_000718635.1	178116	8588807
GCF_019880305.1	178113	8632952
GCF_009296025.1	178106	8633980
GCF_019890725.1	178095	8482086
GCF_017104565.1	178067	8997065
GCF_006539165.1	178001	8443444
GCF_014621695.1	177989	8354710
GCF_003324565.1	177982	8583590
GCF_009916105.1	177943	8590700
GCF_011761605.1	177889	8596726
GCA_003326195.1	177878	9204130
GCA_019752635.1	177825	9215572
GCF_014295035.1	177781	8416829
GCF_020889685.1	177736	9043029
GCF_005233875.1	177722	8659701
GCF_000022085.1	177720	8839022
GCA_004010275.1	177660	8580596
GCF_001267885.1	177651	8393598
GCF_008039615.1	177651	8756861
GCF_024213195.1	177647	8467706
GCA_013364255.1	177595	8345627
GCF_000430725.1	177588	8786776
GCF_016862515.1	177583	8569428
GCF_016921115.1	177563	8451480
GCA_002733575.1	177509	9252612
GCF_002354875.1	177496	8131572
GCF_014650075.1	177462	8517311
GCF_000373585.1	177418	8596663
GCF_016863315.1	177414	8664980
GCA_020430845.1	177404	8557394
GCF_021390645.1	177376	9002095
GCA_000721375.1	177320	8567421
GCF_014205275.1	177277	8512634
GCF_003402535.1	177210	8983816
GCF_016587435.1	177210	9218854
GCF_020131355.1	177193	7959327
GCF_001712795.1	177163	9184886
GCF_018614415.1	177162	8391969
GCF_018614055.1	177078	8708642
GCF_900129425.1	177077	9092136
GCF_023499255.1	177047	8421026
GCF_018614615.1	176998	8699384
GCF_020400725.1	176998	8340305
GCF_000519205.1	176981	8777509
GCF_014203705.1	176975	8296669
GCF_008801925.2	176948	8942610
GCF_014203715.1	176906	8496112
GCA_016713325.1	176893	9033822
GCF_013141695.1	176870	9203724
GCF_006717045.1	176863	8279222
GCF_002027705.1	176779	9184342
GCF_000935125.1	176777	8651730
GCF_002934265.1	176773	8431890
GCF_001514125.1	176758	8363623
GCF_017427025.1	176740	8381474
GCF_004217145.1	176729	8637800
GCF_009604425.1	176701	8617881
GCF_001570405.1	176697	8469978
GCA_016706545.1	176683	8558619
GCF_001514215.1	176606	8408982
GCA_900104795.1	176536	9023533
GCF_006912135.1	176452	8463372
GCF_014596445.1	176451	8482909
GCF_000718305.1	176366	8485418
GCF_003258295.1	176357	8432874
GCF_009650765.1	176351	8341671
GCF_014654935.1	176210	8406486
GCF_011297335.1	176187	8393213
GCF_002920635.1	176176	8512543
GCF_018449515.1	176170	9062466
GCF_003344965.1	176163	8454852
GCF_014489615.1	176161	8188347
GCF_000426245.1	176151	9029266
GCF_000012945.1	176111	8676277
GCF_008639165.1	176053	8223505
GCF_001905795.1	176050	8492042
GCF_000024005.1	176036	9127347
GCF_900114995.1	176027	9117871
GCF_016863035.1	176026	8361641
GCA_016872855.1	175963	8884912
GCF_014203645.1	175948	8746444
GCF_015477775.1	175909	8698275
GCF_003054555.1	175842	8570191
GCF_014648555.1	175839	8308149
