assembly	ident	qlen	queries	tool	hits	recall	genome_size
GCF_008632635.1	99	Query length: 250 bp	300880	LexicMap	300860	99.9934	3980230
GCF_018885085.1	99	Query length: 250 bp	309183	LexicMap	309173	99.9968	4095894
GCF_022869705.1	99	Query length: 250 bp	216587	LexicMap	216585	99.9991	2866948
GCF_000005845.2	99	Query length: 250 bp	350234	MMseqs2	350086	99.9577	4641652
GCF_000006765.1	99	Query length: 250 bp	474048	MMseqs2	473801	99.9479	6264404
GCF_000006945.2	99	Query length: 250 bp	374153	MMseqs2	373656	99.8672	4951383
GCF_000013425.1	99	Query length: 250 bp	213141	MMseqs2	212583	99.7382	2821361
GCF_000195955.2	99	Query length: 250 bp	333553	MMseqs2	332563	99.7032	4411532
GCF_000240185.1	99	Query length: 250 bp	429764	MMseqs2	429298	99.8916	5682322
GCF_001457635.1	99	Query length: 250 bp	159158	MMseqs2	158701	99.7129	2110968
GCF_008632635.1	99	Query length: 250 bp	300880	MMseqs2	299983	99.7019	3980230
GCF_018885085.1	99	Query length: 250 bp	309183	MMseqs2	306875	99.2535	4095894
GCF_022869705.1	99	Query length: 250 bp	216587	MMseqs2	216443	99.9335	2866948
GCF_000005845.2	99	Query length: 250 bp	350234	Minimap2	349772	99.8681	4641652
GCF_000006765.1	99	Query length: 250 bp	474048	Minimap2	474046	99.9996	6264404
GCF_000006945.2	99	Query length: 250 bp	374153	Minimap2	374042	99.9703	4951383
GCF_000013425.1	99	Query length: 250 bp	213141	Minimap2	213141	100.0000	2821361
GCF_000195955.2	99	Query length: 250 bp	333553	Minimap2	332690	99.7413	4411532
GCF_000240185.1	99	Query length: 250 bp	429764	Minimap2	428706	99.7538	5682322
GCF_001457635.1	99	Query length: 250 bp	159158	Minimap2	159100	99.9636	2110968
GCF_008632635.1	99	Query length: 250 bp	300880	Minimap2	300594	99.9049	3980230
GCF_018885085.1	99	Query length: 250 bp	309183	Minimap2	307463	99.4437	4095894
GCF_022869705.1	99	Query length: 250 bp	216587	Minimap2	216501	99.9603	2866948
GCF_000005845.2	99	Query length: 250 bp	350234	Ropebwt3	346068	98.8105	4641652
GCF_000006765.1	99	Query length: 250 bp	474048	Ropebwt3	471237	99.4070	6264404
GCF_000006945.2	99	Query length: 250 bp	374153	Ropebwt3	370558	99.0392	4951383
GCF_000013425.1	99	Query length: 250 bp	213141	Ropebwt3	211510	99.2348	2821361
GCF_000195955.2	99	Query length: 250 bp	333553	Ropebwt3	330499	99.0844	4411532
GCF_000240185.1	99	Query length: 250 bp	429764	Ropebwt3	423294	98.4945	5682322
GCF_001457635.1	99	Query length: 250 bp	159158	Ropebwt3	156762	98.4946	2110968
GCF_008632635.1	99	Query length: 250 bp	300880	Ropebwt3	297480	98.8700	3980230
GCF_018885085.1	99	Query length: 250 bp	309183	Ropebwt3	304950	98.6309	4095894
GCF_022869705.1	99	Query length: 250 bp	216587	Ropebwt3	214534	99.0521	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	Blastn	165544	100.0000	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	Blastn	224174	99.9996	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	Blastn	177388	99.9994	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	Blastn	101105	100.0000	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	Blastn	157917	99.8741	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	Blastn	203720	99.9995	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	Blastn	75665	100.0000	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	Blastn	142634	100.0000	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	Blastn	146449	99.9959	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	Blastn	102821	99.9990	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	Blastn(ws=15)	165544	100.0000	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	Blastn(ws=15)	224174	99.9996	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	Blastn(ws=15)	177388	99.9994	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	Blastn(ws=15)	101105	100.0000	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	Blastn(ws=15)	158080	99.9772	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	Blastn(ws=15)	203720	99.9995	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	Blastn(ws=15)	75665	100.0000	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	Blastn(ws=15)	142634	100.0000	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	Blastn(ws=15)	146454	99.9993	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	Blastn(ws=15)	102821	99.9990	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	COBS	165544	100.00	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	COBS	224175	100.00	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	COBS	177389	100.00	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	COBS	101105	100.00	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	COBS	158116	100.00	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	COBS	203721	100.00	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	COBS	75665	100.00	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	COBS	142634	100.00	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	COBS	146455	100.00	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	COBS	102822	100.00	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	LexicMap	165544	100.0000	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	LexicMap	224174	99.9996	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	LexicMap	177388	99.9994	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	LexicMap	101105	100.0000	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	LexicMap	158113	99.9981	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	LexicMap	203720	99.9995	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	LexicMap	75665	100.0000	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	LexicMap	142633	99.9993	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	LexicMap	146453	99.9986	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	LexicMap	102821	99.9990	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	MMseqs2	165509	99.9789	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	MMseqs2	224104	99.9683	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	MMseqs2	177207	99.8974	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	MMseqs2	100925	99.8220	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	MMseqs2	157835	99.8223	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	MMseqs2	203543	99.9126	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	MMseqs2	75528	99.8189	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	MMseqs2	142307	99.7707	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	MMseqs2	145639	99.4428	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	MMseqs2	102776	99.9553	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	Minimap2	165423	99.9269	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	Minimap2	224175	100.0000	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	Minimap2	177367	99.9876	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	Minimap2	101105	100.0000	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	Minimap2	157846	99.8292	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	Minimap2	203293	99.7899	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	Minimap2	75655	99.9868	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	Minimap2	142630	99.9972	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	Minimap2	145709	99.4906	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	Minimap2	102812	99.9903	2866948
GCF_000005845.2	99	Query length: 500 bp	165544	Ropebwt3	164103	99.1295	4641652
GCF_000006765.1	99	Query length: 500 bp	224175	Ropebwt3	223033	99.4906	6264404
GCF_000006945.2	99	Query length: 500 bp	177389	Ropebwt3	176000	99.2170	4951383
GCF_000013425.1	99	Query length: 500 bp	101105	Ropebwt3	100554	99.4550	2821361
GCF_000195955.2	99	Query length: 500 bp	158116	Ropebwt3	157107	99.3619	4411532
GCF_000240185.1	99	Query length: 500 bp	203721	Ropebwt3	201145	98.7355	5682322
GCF_001457635.1	99	Query length: 500 bp	75665	Ropebwt3	74636	98.6401	2110968
GCF_008632635.1	99	Query length: 500 bp	142634	Ropebwt3	141339	99.0921	3980230
GCF_018885085.1	99	Query length: 500 bp	146455	Ropebwt3	144657	98.7723	4095894
GCF_022869705.1	99	Query length: 500 bp	102822	Ropebwt3	102072	99.2706	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	Blastn	46417	100.0000	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	Blastn	62644	100.0000	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	Blastn	49515	100.0000	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	Blastn	28215	100.0000	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	Blastn	44113	99.9932	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	Blastn	56825	100.0000	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	Blastn	21112	100.0000	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	Blastn	39802	100.0000	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	Blastn	40959	100.0000	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	Blastn	28669	100.0000	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	Blastn(ws=15)	46417	100.0000	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	Blastn(ws=15)	62644	100.0000	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	Blastn(ws=15)	49515	100.0000	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	Blastn(ws=15)	28215	100.0000	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	Blastn(ws=15)	44116	100.0000	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	Blastn(ws=15)	56825	100.0000	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	Blastn(ws=15)	21112	100.0000	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	Blastn(ws=15)	39802	100.0000	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	Blastn(ws=15)	40959	100.0000	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	Blastn(ws=15)	28669	100.0000	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	COBS	46417	100.00	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	COBS	62644	100.00	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	COBS	49515	100.00	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	COBS	28215	100.00	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	COBS	44116	100.00	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	COBS	56825	100.00	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	COBS	21112	100.00	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	COBS	39802	100.00	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	COBS	40959	100.00	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	COBS	28669	100.00	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	LexicMap	46417	100.0000	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	LexicMap	62644	100.0000	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	LexicMap	49515	100.0000	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	LexicMap	28214	99.9965	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	LexicMap	44116	100.0000	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	LexicMap	56825	100.0000	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	LexicMap	21112	100.0000	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	LexicMap	39802	100.0000	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	LexicMap	40959	100.0000	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	LexicMap	28669	100.0000	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	MMseqs2	46408	99.9806	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	MMseqs2	62636	99.9872	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	MMseqs2	49462	99.8930	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	MMseqs2	28183	99.8866	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	MMseqs2	44089	99.9388	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	MMseqs2	56781	99.9226	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	MMseqs2	21089	99.8911	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	MMseqs2	39752	99.8744	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	MMseqs2	40774	99.5483	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	MMseqs2	28667	99.9930	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	Minimap2	46411	99.9871	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	Minimap2	62644	100.0000	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	Minimap2	49515	100.0000	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	Minimap2	28215	100.0000	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	Minimap2	44076	99.9093	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	Minimap2	56765	99.8944	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	Minimap2	21112	100.0000	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	Minimap2	39802	100.0000	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	Minimap2	40809	99.6338	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	Minimap2	28669	100.0000	2866948
GCF_000005845.2	99	Query length: 1000 bp	46417	Ropebwt3	46271	99.6855	4641652
GCF_000006765.1	99	Query length: 1000 bp	62644	Ropebwt3	62425	99.6504	6264404
GCF_000006945.2	99	Query length: 1000 bp	49515	Ropebwt3	49247	99.4587	4951383
GCF_000013425.1	99	Query length: 1000 bp	28215	Ropebwt3	28143	99.7448	2821361
GCF_000195955.2	99	Query length: 1000 bp	44116	Ropebwt3	43995	99.7257	4411532
GCF_000240185.1	99	Query length: 1000 bp	56825	Ropebwt3	56333	99.1342	5682322
GCF_001457635.1	99	Query length: 1000 bp	21112	Ropebwt3	20878	98.8916	2110968
GCF_008632635.1	99	Query length: 1000 bp	39802	Ropebwt3	39483	99.1985	3980230
GCF_018885085.1	99	Query length: 1000 bp	40959	Ropebwt3	40571	99.0527	4095894
GCF_022869705.1	99	Query length: 1000 bp	28669	Ropebwt3	28559	99.6163	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	Blastn	69633	100.0000	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	Blastn	93976	100.0000	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	Blastn	74285	100.0000	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	Blastn	42329	100.0000	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	Blastn	66179	100.0000	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	Blastn	85290	100.0000	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	Blastn	31671	100.0000	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	Blastn	59719	100.0000	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	Blastn	61456	100.0000	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	Blastn	43011	100.0000	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	Blastn(ws=15)	69633	100.0000	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	Blastn(ws=15)	93976	100.0000	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	Blastn(ws=15)	74285	100.0000	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	Blastn(ws=15)	42329	100.0000	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	Blastn(ws=15)	66179	100.0000	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	Blastn(ws=15)	85290	100.0000	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	Blastn(ws=15)	31671	100.0000	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	Blastn(ws=15)	59719	100.0000	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	Blastn(ws=15)	61456	100.0000	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	Blastn(ws=15)	43011	100.0000	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	COBS	69633	100.00	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	COBS	93976	100.00	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	COBS	74285	100.00	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	COBS	42329	100.00	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	COBS	66179	100.00	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	COBS	85290	100.00	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	COBS	31671	100.00	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	COBS	59719	100.00	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	COBS	61456	100.00	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	COBS	43011	100.00	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	LexicMap	69633	100.0000	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	LexicMap	93976	100.0000	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	LexicMap	74285	100.0000	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	LexicMap	42329	100.0000	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	LexicMap	66179	100.0000	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	LexicMap	85290	100.0000	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	LexicMap	31671	100.0000	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	LexicMap	59719	100.0000	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	LexicMap	61456	100.0000	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	LexicMap	43011	100.0000	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	MMseqs2	69632	99.9986	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	MMseqs2	93973	99.9968	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	MMseqs2	74245	99.9462	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	MMseqs2	42300	99.9315	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	MMseqs2	66157	99.9668	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	MMseqs2	85248	99.9508	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	MMseqs2	31656	99.9526	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	MMseqs2	59691	99.9531	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	MMseqs2	61202	99.5867	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	MMseqs2	43010	99.9977	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	Minimap2	69633	100.0000	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	Minimap2	93976	100.0000	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	Minimap2	74285	100.0000	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	Minimap2	42329	100.0000	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	Minimap2	66179	100.0000	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	Minimap2	85268	99.9742	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	Minimap2	31671	100.0000	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	Minimap2	59719	100.0000	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	Minimap2	61398	99.9056	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	Minimap2	43011	100.0000	2866948
GCF_000005845.2	99	Query length: 2000 bp	69633	Ropebwt3	69566	99.9038	4641652
GCF_000006765.1	99	Query length: 2000 bp	93976	Ropebwt3	93730	99.7382	6264404
GCF_000006945.2	99	Query length: 2000 bp	74285	Ropebwt3	74082	99.7267	4951383
GCF_000013425.1	99	Query length: 2000 bp	42329	Ropebwt3	42281	99.8866	2821361
GCF_000195955.2	99	Query length: 2000 bp	66179	Ropebwt3	66145	99.9486	4411532
GCF_000240185.1	99	Query length: 2000 bp	85290	Ropebwt3	85011	99.6729	5682322
GCF_001457635.1	99	Query length: 2000 bp	31671	Ropebwt3	31421	99.2106	2110968
GCF_008632635.1	99	Query length: 2000 bp	59719	Ropebwt3	59403	99.4709	3980230
GCF_018885085.1	99	Query length: 2000 bp	61456	Ropebwt3	61158	99.5151	4095894
GCF_022869705.1	99	Query length: 2000 bp	43011	Ropebwt3	42938	99.8303	2866948
GCF_000005845.2	98	Query length: 250 bp	332184	Blastn	332178	99.9982	4641652
GCF_000006765.1	98	Query length: 250 bp	449032	Blastn	449026	99.9987	6264404
GCF_000006945.2	98	Query length: 250 bp	354301	Blastn	354281	99.9944	4951383
GCF_000013425.1	98	Query length: 250 bp	202102	Blastn	202079	99.9886	2821361
GCF_000195955.2	98	Query length: 250 bp	316502	Blastn	315067	99.5466	4411532
GCF_000240185.1	98	Query length: 250 bp	406858	Blastn	406852	99.9985	5682322
GCF_001457635.1	98	Query length: 250 bp	151202	Blastn	151200	99.9987	2110968
GCF_008632635.1	98	Query length: 250 bp	284828	Blastn	284758	99.9754	3980230
GCF_018885085.1	98	Query length: 250 bp	293245	Blastn	292592	99.7773	4095894
GCF_022869705.1	98	Query length: 250 bp	205424	Blastn	205415	99.9956	2866948
